gate,svd_dim,model,regime,rule,n,n_fire,false_alarm_rate
gate6_ood_unsw,8,svc_rbf,I_Ym,union,200,10,0.05
gate6_ood_unsw,8,svc_rbf,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,8,svc_rbf,I_Ym,family,200,10,0.05
gate6_ood_unsw,8,svc_rbf,I_XFY,union,200,54,0.27
gate6_ood_unsw,8,svc_rbf,I_XFY,family_v12,200,19,0.095
gate6_ood_unsw,8,svc_rbf,I_XFY,family,200,14,0.07
gate6_ood_unsw,10,qsvc_zz_r1,I_X,union,200,12,0.06
gate6_ood_unsw,10,qsvc_zz_r1,I_X,family_v12,200,8,0.04
gate6_ood_unsw,10,qsvc_zz_r1,I_X,family,200,8,0.04
gate6_ood_unsw,10,qsvc_zz_r1,I_XF,union,200,41,0.205
gate6_ood_unsw,10,qsvc_zz_r1,I_XF,family_v12,200,20,0.1
gate6_ood_unsw,10,qsvc_zz_r1,I_XF,family,200,11,0.055
gate6_ood_unsw,10,qsvc_zz_r1,I_Ym,union,200,10,0.05
gate6_ood_unsw,10,qsvc_zz_r1,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,10,qsvc_zz_r1,I_Ym,family,200,10,0.05
gate6_ood_unsw,10,qsvc_zz_r1,I_XFY,union,200,49,0.245
gate6_ood_unsw,10,qsvc_zz_r1,I_XFY,family_v12,200,12,0.06
gate6_ood_unsw,10,qsvc_zz_r1,I_XFY,family,200,9,0.045
gate6_ood_unsw,10,svc_rbf,I_X,union,200,12,0.06
gate6_ood_unsw,10,svc_rbf,I_X,family_v12,200,8,0.04
gate6_ood_unsw,10,svc_rbf,I_X,family,200,8,0.04
gate6_ood_unsw,10,svc_rbf,I_XF,union,200,37,0.185
gate6_ood_unsw,10,svc_rbf,I_XF,family_v12,200,11,0.055
gate6_ood_unsw,10,svc_rbf,I_XF,family,200,10,0.05
gate6_ood_unsw,10,svc_rbf,I_Ym,union,200,10,0.05
gate6_ood_unsw,10,svc_rbf,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,10,svc_rbf,I_Ym,family,200,10,0.05
gate6_ood_unsw,10,svc_rbf,I_XFY,union,200,47,0.235
gate6_ood_unsw,10,svc_rbf,I_XFY,family_v12,200,13,0.065
gate6_ood_unsw,10,svc_rbf,I_XFY,family,200,6,0.03
gate6_ood_unsw,12,qsvc_zz_r1,I_X,union,200,16,0.08
gate6_ood_unsw,12,qsvc_zz_r1,I_X,family_v12,200,8,0.04
gate6_ood_unsw,12,qsvc_zz_r1,I_X,family,200,8,0.04
gate6_ood_unsw,12,qsvc_zz_r1,I_XF,union,200,29,0.145
gate6_ood_unsw,12,qsvc_zz_r1,I_XF,family_v12,200,11,0.055
gate6_ood_unsw,12,qsvc_zz_r1,I_XF,family,200,5,0.025
gate6_ood_unsw,12,qsvc_zz_r1,I_Ym,union,200,10,0.05
gate6_ood_unsw,12,qsvc_zz_r1,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,12,qsvc_zz_r1,I_Ym,family,200,10,0.05
gate6_ood_unsw,12,qsvc_zz_r1,I_XFY,union,200,40,0.2
gate6_ood_unsw,12,qsvc_zz_r1,I_XFY,family_v12,200,12,0.06
gate6_ood_unsw,12,qsvc_zz_r1,I_XFY,family,200,6,0.03
gate6_ood_unsw,12,svc_rbf,I_X,union,200,16,0.08
gate6_ood_unsw,12,svc_rbf,I_X,family_v12,200,11,0.055
gate6_ood_unsw,12,svc_rbf,I_X,family,200,11,0.055
gate6_ood_unsw,12,svc_rbf,I_XF,union,200,31,0.155
gate6_ood_unsw,12,svc_rbf,I_XF,family_v12,200,9,0.045
gate6_ood_unsw,12,svc_rbf,I_XF,family,200,6,0.03
gate6_ood_unsw,12,svc_rbf,I_Ym,union,200,10,0.05
gate6_ood_unsw,12,svc_rbf,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,12,svc_rbf,I_Ym,family,200,10,0.05
gate6_ood_unsw,12,svc_rbf,I_XFY,union,200,42,0.21
gate6_ood_unsw,12,svc_rbf,I_XFY,family_v12,200,11,0.055
gate6_ood_unsw,12,svc_rbf,I_XFY,family,200,4,0.02
